citizen_code,geo_code,citizen,geo,values,TOTAL,NAT,FOR,EFTA_FOR,EU28_FOR
GQ,NO,Equatorial Guinea,Norway,3,5210721,4676268,534310,10819,341740
GT,NO,Guatemala,Norway,80,5210721,4676268,534310,10819,341740
GW,NO,Guinea-Bissau,Norway,10,5210721,4676268,534310,10819,341740
GY,NO,Guyana,Norway,6,5210721,4676268,534310,10819,341740
HN,NO,Honduras,Norway,41,5210721,4676268,534310,10819,341740
HR,NO,Croatia,Norway,2021,5210721,4676268,534310,10819,341740
HT,NO,Haiti,Norway,13,5210721,4676268,534310,10819,341740
HU,NO,Hungary,Norway,3500,5210721,4676268,534310,10819,341740
ID,NO,Indonesia,Norway,904,5210721,4676268,534310,10819,341740
IE,NO,Ireland,Norway,1168,5210721,4676268,534310,10819,341740
IL,NO,Israel,Norway,295,5210721,4676268,534310,10819,341740
IM,NO,Isle of Man,Norway,0,5210721,4676268,534310,10819,341740
IN,NO,India,Norway,6555,5210721,4676268,534310,10819,341740
IQ,NO,Iraq,Norway,5860,5210721,4676268,534310,10819,341740
IR,NO,Iran,Norway,4104,5210721,4676268,534310,10819,341740
IS,NO,Iceland,Norway,9482,5210721,4676268,534310,10819,341740
IT,NO,Italy,Norway,4736,5210721,4676268,534310,10819,341740
JE,NO,Jersey,Norway,0,5210721,4676268,534310,10819,341740
JM,NO,Jamaica,Norway,38,5210721,4676268,534310,10819,341740
JO,NO,Jordan,Norway,185,5210721,4676268,534310,10819,341740
JP,NO,Japan,Norway,730,5210721,4676268,534310,10819,341740
KE,NO,Kenya,Norway,676,5210721,4676268,534310,10819,341740
KG,NO,Kyrgyzstan,Norway,86,5210721,4676268,534310,10819,341740
KH,NO,Cambodia,Norway,100,5210721,4676268,534310,10819,341740
KI,NO,Kiribati,Norway,0,5210721,4676268,534310,10819,341740
KM,NO,Comoros,Norway,0,5210721,4676268,534310,10819,341740
KN,NO,Saint Kitts and Nevis,Norway,0,5210721,4676268,534310,10819,341740
KP,NO,North Korea,Norway,3,5210721,4676268,534310,10819,341740
KR,NO,South Korea,Norway,587,5210721,4676268,534310,10819,341740
KW,NO,Kuwait,Norway,13,5210721,4676268,534310,10819,341740
KY,NO,Cayman Islands (UK),Norway,0,5210721,4676268,534310,10819,341740
KZ,NO,Kazakhstan,Norway,269,5210721,4676268,534310,10819,341740
LA,NO,Laos,Norway,51,5210721,4676268,534310,10819,341740
LB,NO,Lebanon,Norway,183,5210721,4676268,534310,10819,341740
LC,NO,Saint Lucia,Norway,2,5210721,4676268,534310,10819,341740
LI,NO,Liechtenstein,Norway,4,5210721,4676268,534310,10819,341740
LK,NO,Sri Lanka,Norway,1644,5210721,4676268,534310,10819,341740
LR,NO,Liberia,Norway,233,5210721,4676268,534310,10819,341740
LS,NO,Lesotho,Norway,1,5210721,4676268,534310,10819,341740
LT,NO,Lithuania,Norway,41678,5210721,4676268,534310,10819,341740
LU,NO,Luxembourg,Norway,35,5210721,4676268,534310,10819,341740
LV,NO,Latvia,Norway,10768,5210721,4676268,534310,10819,341740
LY,NO,Libya,Norway,101,5210721,4676268,534310,10819,341740
MA,NO,Morocco,Norway,880,5210721,4676268,534310,10819,341740
MC,NO,Monaco,Norway,1,5210721,4676268,534310,10819,341740
MD,NO,Moldova,Norway,275,5210721,4676268,534310,10819,341740
ME,NO,Montenegro,Norway,186,5210721,4676268,534310,10819,341740
MG,NO,Madagascar,Norway,57,5210721,4676268,534310,10819,341740
MH,NO,Marshall Islands,Norway,0,5210721,4676268,534310,10819,341740
MK,NO,"Former Yugoslav Republic of Macedonia, the",Norway,752,5210721,4676268,534310,10819,341740
ML,NO,Mali,Norway,22,5210721,4676268,534310,10819,341740
MM,NO,Myanmar/Burma,Norway,1715,5210721,4676268,534310,10819,341740
MN,NO,Mongolia,Norway,107,5210721,4676268,534310,10819,341740
MR,NO,Mauritania,Norway,15,5210721,4676268,534310,10819,341740
MS,NO,Montserrat (UK),Norway,0,5210721,4676268,534310,10819,341740
MT,NO,Malta,Norway,59,5210721,4676268,534310,10819,341740
MU,NO,Mauritius,Norway,49,5210721,4676268,534310,10819,341740
MV,NO,Maldives,Norway,6,5210721,4676268,534310,10819,341740
MW,NO,Malawi,Norway,49,5210721,4676268,534310,10819,341740
MX,NO,Mexico,Norway,677,5210721,4676268,534310,10819,341740
MY,NO,Malaysia,Norway,472,5210721,4676268,534310,10819,341740
MZ,NO,Mozambique,Norway,33,5210721,4676268,534310,10819,341740
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NO,New Caledonia (FR),Norway,0,5210721,4676268,534310,10819,341740
NE,NO,Niger,Norway,23,5210721,4676268,534310,10819,341740
NG,NO,Nigeria,Norway,1223,5210721,4676268,534310,10819,341740
NI,NO,Nicaragua,Norway,63,5210721,4676268,534310,10819,341740
NL,NO,Netherlands,Norway,8460,5210721,4676268,534310,10819,341740
NP,NO,Nepal,Norway,1196,5210721,4676268,534310,10819,341740
NR,NO,Nauru,Norway,0,5210721,4676268,534310,10819,341740
NZ,NO,New Zealand,Norway,394,5210721,4676268,534310,10819,341740
OM,NO,Oman,Norway,8,5210721,4676268,534310,10819,341740
PA,NO,Panama,Norway,23,5210721,4676268,534310,10819,341740
PE,NO,Peru,Norway,533,5210721,4676268,534310,10819,341740
PF,NO,French Polynesia (FR),Norway,0,5210721,4676268,534310,10819,341740
PG,NO,Papua New Guinea,Norway,2,5210721,4676268,534310,10819,341740
PH,NO,Philippines,Norway,11463,5210721,4676268,534310,10819,341740
PK,NO,Pakistan,Norway,4983,5210721,4676268,534310,10819,341740
PL,NO,Poland,Norway,99527,5210721,4676268,534310,10819,341740
PM,NO,Saint Pierre and Miquelon (FR),Norway,0,5210721,4676268,534310,10819,341740
PN,NO,Pitcairn Islands (UK),Norway,0,5210721,4676268,534310,10819,341740
PS,NO,Palestine,Norway,0,5210721,4676268,534310,10819,341740
PT,NO,Portugal,Norway,4089,5210721,4676268,534310,10819,341740
PW,NO,Palau,Norway,1,5210721,4676268,534310,10819,341740
PY,NO,Paraguay,Norway,59,5210721,4676268,534310,10819,341740
QA,NO,Qatar,Norway,0,5210721,4676268,534310,10819,341740
RO,NO,Romania,Norway,13758,5210721,4676268,534310,10819,341740
RS,NO,Serbia,Norway,3447,5210721,4676268,534310,10819,341740
RU,NO,Russia,Norway,11467,5210721,4676268,534310,10819,341740
RW,NO,Rwanda,Norway,214,5210721,4676268,534310,10819,341740
SA,NO,Saudi Arabia,Norway,9,5210721,4676268,534310,10819,341740
SB,NO,Solomon Islands,Norway,3,5210721,4676268,534310,10819,341740
SC,NO,Seychelles,Norway,2,5210721,4676268,534310,10819,341740
SD,NO,Sudan,Norway,2392,5210721,4676268,534310,10819,341740
SE,NO,Sweden,Norway,44797,5210721,4676268,534310,10819,341740
SG,NO,Singapore,Norway,244,5210721,4676268,534310,10819,341740
SH,NO,"Saint Helena, Ascension and Tristan da Cunha (UK)",Norway,0,5210721,4676268,534310,10819,341740
SI,NO,Slovenia,Norway,339,5210721,4676268,534310,10819,341740
SK,NO,Slovakia,Norway,4156,5210721,4676268,534310,10819,341740
SL,NO,Sierra Leone,Norway,119,5210721,4676268,534310,10819,341740
SM,NO,San Marino,Norway,0,5210721,4676268,534310,10819,341740
SN,NO,Senegal,Norway,95,5210721,4676268,534310,10819,341740
SO,NO,Somalia,Norway,16774,5210721,4676268,534310,10819,341740
SR,NO,Suriname,Norway,7,5210721,4676268,534310,10819,341740
SS,NO,South Sudan,Norway,16,5210721,4676268,534310,10819,341740
ST,NO,São Tomé and Príncipe,Norway,0,5210721,4676268,534310,10819,341740
SV,NO,El Salvador,Norway,68,5210721,4676268,534310,10819,341740
SX,NO,Sint Maarten,Norway,0,5210721,4676268,534310,10819,341740
SY,NO,Syria,Norway,7592,5210721,4676268,534310,10819,341740
SZ,NO,Swaziland,Norway,2,5210721,4676268,534310,10819,341740
TC,NO,Turks and Caicos Islands (UK),Norway,0,5210721,4676268,534310,10819,341740
TD,NO,Chad,Norway,14,5210721,4676268,534310,10819,341740
TG,NO,Togo,Norway,24,5210721,4676268,534310,10819,341740
TH,NO,Thailand,Norway,11519,5210721,4676268,534310,10819,341740
TJ,NO,Tajikistan,Norway,34,5210721,4676268,534310,10819,341740
TL,NO,Timor-Leste,Norway,1,5210721,4676268,534310,10819,341740
TM,NO,Turkmenistan,Norway,26,5210721,4676268,534310,10819,341740
TN,NO,Tunisia,Norway,283,5210721,4676268,534310,10819,341740
TO,NO,Tonga,Norway,0,5210721,4676268,534310,10819,341740
TR,NO,Turkey,Norway,3256,5210721,4676268,534310,10819,341740
TT,NO,Trinidad and Tobago,Norway,69,5210721,4676268,534310,10819,341740
TV,NO,Tuvalu,Norway,0,5210721,4676268,534310,10819,341740
TW,NO,Taiwan,Norway,0,5210721,4676268,534310,10819,341740
TZ,NO,Tanzania,Norway,373,5210721,4676268,534310,10819,341740
UA,NO,Ukraine,Norway,3083,5210721,4676268,534310,10819,341740
UG,NO,Uganda,Norway,490,5210721,4676268,534310,10819,341740
UK,NO,United Kingdom,Norway,16303,5210721,4676268,534310,10819,341740
US,NO,United States,Norway,9076,5210721,4676268,534310,10819,341740
UY,NO,Uruguay,Norway,44,5210721,4676268,534310,10819,341740
UZ,NO,Uzbekistan,Norway,302,5210721,4676268,534310,10819,341740
VA,NO,Vatican City State,Norway,0,5210721,4676268,534310,10819,341740
VC,NO,Saint Vincent and the Grenadines,Norway,2,5210721,4676268,534310,10819,341740
VE,NO,Venezuela,Norway,622,5210721,4676268,534310,10819,341740
VG,NO,British Virgin Islands (UK),Norway,0,5210721,4676268,534310,10819,341740
VN,NO,Vietnam,Norway,1493,5210721,4676268,534310,10819,341740
VU,NO,Vanuatu,Norway,0,5210721,4676268,534310,10819,341740
WF,NO,Wallis and Futuna (FR),Norway,0,5210721,4676268,534310,10819,341740
WS,NO,Samoa,Norway,0,5210721,4676268,534310,10819,341740
XK,NO,Kosovo (under United Nations Security Council Resolution 1244/99),Norway,1230,5210721,4676268,534310,10819,341740
YE,NO,Yemen,Norway,216,5210721,4676268,534310,10819,341740
ZA,NO,South Africa,Norway,343,5210721,4676268,534310,10819,341740
ZM,NO,Zambia,Norway,160,5210721,4676268,534310,10819,341740
ZW,NO,Zimbabwe,Norway,101,5210721,4676268,534310,10819,341740
AT,PL,Austria,Poland,926,37967209,37811676,149586,652,25091
BE,PL,Belgium,Poland,515,37967209,37811676,149586,652,25091
BG,PL,Bulgaria,Poland,1590,37967209,37811676,149586,652,25091
CY,PL,Cyprus,Poland,33,37967209,37811676,149586,652,25091
CZ,PL,Czech Republic,Poland,1011,37967209,37811676,149586,652,25091
DE,PL,Germany (until 1990 former territory of the FRG),Poland,5344,37967209,37811676,149586,652,25091
DK,PL,Denmark,Poland,396,37967209,37811676,149586,652,25091
EE,PL,Estonia,Poland,54,37967209,37811676,149586,652,25091
EL,PL,Greece,Poland,694,37967209,37811676,149586,652,25091
ES,PL,Spain,Poland,922,37967209,37811676,149586,652,25091
FI,PL,Finland,Poland,215,37967209,37811676,149586,652,25091
FR,PL,France,Poland,1868,37967209,37811676,149586,652,25091
HR,PL,Croatia,Poland,239,37967209,37811676,149586,652,25091
HU,PL,Hungary,Poland,678,37967209,37811676,149586,652,25091
IE,PL,Ireland,Poland,291,37967209,37811676,149586,652,25091
IT,PL,Italy,Poland,2632,37967209,37811676,149586,652,25091
LT,PL,Lithuania,Poland,1004,37967209,37811676,149586,652,25091
LU,PL,Luxembourg,Poland,12,37967209,37811676,149586,652,25091
LV,PL,Latvia,Poland,246,37967209,37811676,149586,652,25091
MT,PL,Malta,Poland,10,37967209,37811676,149586,652,25091
NL,PL,Netherlands,Poland,1258,37967209,37811676,149586,652,25091
PT,PL,Portugal,Poland,436,37967209,37811676,149586,652,25091
RO,PL,Romania,Poland,773,37967209,37811676,149586,652,25091
SE,PL,Sweden,Poland,1043,37967209,37811676,149586,652,25091
SI,PL,Slovenia,Poland,96,37967209,37811676,149586,652,25091
SK,PL,Slovakia,Poland,838,37967209,37811676,149586,652,25091
UK,PL,United Kingdom,Poland,1967,37967209,37811676,149586,652,25091
AD,PT,Andorra,Portugal,3,10341330,9952599,388731,1843,105231
AE,PT,United Arab Emirates,Portugal,5,10341330,9952599,388731,1843,105231
AF,PT,Afghanistan,Portugal,41,10341330,9952599,388731,1843,105231
AG,PT,Antigua and Barbuda,Portugal,1,10341330,9952599,388731,1843,105231
AI,PT,Anguilla (UK),Portugal,0,10341330,9952599,388731,1843,105231
AL,PT,Albania,Portugal,42,10341330,9952599,388731,1843,105231
AM,PT,Armenia,Portugal,74,10341330,9952599,388731,1843,105231
AN,PT,Former Netherlands Antilles,Portugal,0,10341330,9952599,388731,1843,105231
AO,PT,Angola,Portugal,18247,10341330,9952599,388731,1843,105231
AR,PT,Argentina,Portugal,447,10341330,9952599,388731,1843,105231
AT,PT,Austria,Portugal,607,10341330,9952599,388731,1843,105231
AU,PT,Australia,Portugal,269,10341330,9952599,388731,1843,105231
AW,PT,Aruba (NL),Portugal,0,10341330,9952599,388731,1843,105231
AZ,PT,Azerbaijan,Portugal,46,10341330,9952599,388731,1843,105231
BA,PT,Bosnia and Herzegovina,Portugal,57,10341330,9952599,388731,1843,105231
BB,PT,Barbados,Portugal,4,10341330,9952599,388731,1843,105231
BD,PT,Bangladesh,Portugal,2571,10341330,9952599,388731,1843,105231
BE,PT,Belgium,Portugal,2388,10341330,9952599,388731,1843,105231
BF,PT,Burkina Faso,Portugal,13,10341330,9952599,388731,1843,105231
BG,PT,Bulgaria,Portugal,6722,10341330,9952599,388731,1843,105231
BH,PT,Bahrain,Portugal,4,10341330,9952599,388731,1843,105231
BI,PT,Burundi,Portugal,6,10341330,9952599,388731,1843,105231
BJ,PT,Benin,Portugal,12,10341330,9952599,388731,1843,105231
BL,PT,Saint-Barthélemy (FR),Portugal,0,10341330,9952599,388731,1843,105231
BM,PT,Bermuda (UK),Portugal,0,10341330,9952599,388731,1843,105231
BN,PT,Brunei Darussalam,Portugal,0,10341330,9952599,388731,1843,105231
BO,PT,Bolivia,Portugal,109,10341330,9952599,388731,1843,105231
BQ,PT,"Bonaire, Saint Eustatius and Saba",Portugal,0,10341330,9952599,388731,1843,105231
BR,PT,Brazil,Portugal,82590,10341330,9952599,388731,1843,105231
BS,PT,Bahamas,Portugal,0,10341330,9952599,388731,1843,105231
BT,PT,Bhutan,Portugal,1,10341330,9952599,388731,1843,105231
BW,PT,Botswana,Portugal,7,10341330,9952599,388731,1843,105231
BY,PT,Belarus,Portugal,632,10341330,9952599,388731,1843,105231
BZ,PT,Belize,Portugal,6,10341330,9952599,388731,1843,105231
CA,PT,Canada,Portugal,738,10341330,9952599,388731,1843,105231
CD,PT,Democratic Republic of the Congo,Portugal,235,10341330,9952599,388731,1843,105231
CF,PT,Central African Republic,Portugal,7,10341330,9952599,388731,1843,105231
CG,PT,Congo,Portugal,64,10341330,9952599,388731,1843,105231
CH,PT,Switzerland,Portugal,1263,10341330,9952599,388731,1843,105231
CI,PT,Côte d'Ivoire,Portugal,121,10341330,9952599,388731,1843,105231
CL,PT,Chile,Portugal,183,10341330,9952599,388731,1843,105231
CM,PT,Cameroon,Portugal,127,10341330,9952599,388731,1843,105231
CN,PT,China (including Hong Kong),Portugal,21376,10341330,9952599,388731,1843,105231
CO,PT,Colombia,Portugal,907,10341330,9952599,388731,1843,105231
CR,PT,Costa Rica,Portugal,53,10341330,9952599,388731,1843,105231
CU,PT,Cuba,Portugal,901,10341330,9952599,388731,1843,105231
CV,PT,Cape Verde,Portugal,38674,10341330,9952599,388731,1843,105231
CW,PT,Curaçao,Portugal,0,10341330,9952599,388731,1843,105231
CY,PT,Cyprus,Portugal,12,10341330,9952599,388731,1843,105231
CZ,PT,Czech Republic,Portugal,274,10341330,9952599,388731,1843,105231
DE,PT,Germany (until 1990 former territory of the FRG),Portugal,9035,10341330,9952599,388731,1843,105231
DJ,PT,Djibouti,Portugal,0,10341330,9952599,388731,1843,105231
DK,PT,Denmark,Portugal,575,10341330,9952599,388731,1843,105231
DM,PT,Dominica,Portugal,7,10341330,9952599,388731,1843,105231
DO,PT,Dominican Republic,Portugal,132,10341330,9952599,388731,1843,105231
DZ,PT,Algeria,Portugal,316,10341330,9952599,388731,1843,105231
EC,PT,Ecuador,Portugal,292,10341330,9952599,388731,1843,105231
EE,PT,Estonia,Portugal,121,10341330,9952599,388731,1843,105231
EG,PT,Egypt,Portugal,298,10341330,9952599,388731,1843,105231
EH,PT,Western Sahara,Portugal,0,10341330,9952599,388731,1843,105231
EL,PT,Greece,Portugal,248,10341330,9952599,388731,1843,105231
ER,PT,Eritrea,Portugal,40,10341330,9952599,388731,1843,105231
ES,PT,Spain,Portugal,10019,10341330,9952599,388731,1843,105231
ET,PT,Ethiopia,Portugal,51,10341330,9952599,388731,1843,105231
FI,PT,Finland,Portugal,834,10341330,9952599,388731,1843,105231
FJ,PT,Fiji,Portugal,7,10341330,9952599,388731,1843,105231
FK,PT,Falkland Islands (UK),Portugal,0,10341330,9952599,388731,1843,105231
FM,PT,Federated States of Micronesia,Portugal,0,10341330,9952599,388731,1843,105231
FO,PT,Faroes (DK),Portugal,0,10341330,9952599,388731,1843,105231
FR,PT,France,Portugal,8441,10341330,9952599,388731,1843,105231
GA,PT,Gabon,Portugal,17,10341330,9952599,388731,1843,105231
GD,PT,Grenada,Portugal,4,10341330,9952599,388731,1843,105231
GE,PT,Georgia,Portugal,727,10341330,9952599,388731,1843,105231
GG,PT,Guernsey,Portugal,0,10341330,9952599,388731,1843,105231
GH,PT,Ghana,Portugal,137,10341330,9952599,388731,1843,105231
GI,PT,Gibraltar (UK),Portugal,0,10341330,9952599,388731,1843,105231
GL,PT,Greenland (DK),Portugal,0,10341330,9952599,388731,1843,105231
GM,PT,"Gambia, The",Portugal,152,10341330,9952599,388731,1843,105231
GN,PT,Guinea,Portugal,1526,10341330,9952599,388731,1843,105231
GQ,PT,Equatorial Guinea,Portugal,51,10341330,9952599,388731,1843,105231
GT,PT,Guatemala,Portugal,51,10341330,9952599,388731,1843,105231
GW,PT,Guinea-Bissau,Portugal,17091,10341330,9952599,388731,1843,105231
GY,PT,Guyana,Portugal,4,10341330,9952599,388731,1843,105231
HN,PT,Honduras,Portugal,30,10341330,9952599,388731,1843,105231
HR,PT,Croatia,Portugal,174,10341330,9952599,388731,1843,105231
HT,PT,Haiti,Portugal,5,10341330,9952599,388731,1843,105231
HU,PT,Hungary,Portugal,480,10341330,9952599,388731,1843,105231
ID,PT,Indonesia,Portugal,140,10341330,9952599,388731,1843,105231
IE,PT,Ireland,Portugal,892,10341330,9952599,388731,1843,105231
IL,PT,Israel,Portugal,108,10341330,9952599,388731,1843,105231
IM,PT,Isle of Man,Portugal,0,10341330,9952599,388731,1843,105231
IN,PT,India,Portugal,6935,10341330,9952599,388731,1843,105231
IQ,PT,Iraq,Portugal,126,10341330,9952599,388731,1843,105231
IR,PT,Iran,Portugal,545,10341330,9952599,388731,1843,105231
IS,PT,Iceland,Portugal,62,10341330,9952599,388731,1843,105231
IT,PT,Italy,Portugal,6130,10341330,9952599,388731,1843,105231
JE,PT,Jersey,Portugal,0,10341330,9952599,388731,1843,105231
JM,PT,Jamaica,Portugal,12,10341330,9952599,388731,1843,105231
JO,PT,Jordan,Portugal,138,10341330,9952599,388731,1843,105231
JP,PT,Japan,Portugal,397,10341330,9952599,388731,1843,105231
KE,PT,Kenya,Portugal,64,10341330,9952599,388731,1843,105231
KG,PT,Kyrgyzstan,Portugal,31,10341330,9952599,388731,1843,105231
KH,PT,Cambodia,Portugal,10,10341330,9952599,388731,1843,105231
KI,PT,Kiribati,Portugal,0,10341330,9952599,388731,1843,105231
KM,PT,Comoros,Portugal,1,10341330,9952599,388731,1843,105231
KN,PT,Saint Kitts and Nevis,Portugal,15,10341330,9952599,388731,1843,105231
KP,PT,North Korea,Portugal,0,10341330,9952599,388731,1843,105231
KR,PT,South Korea,Portugal,182,10341330,9952599,388731,1843,105231
KW,PT,Kuwait,Portugal,1,10341330,9952599,388731,1843,105231
KY,PT,Cayman Islands (UK),Portugal,0,10341330,9952599,388731,1843,105231
KZ,PT,Kazakhstan,Portugal,537,10341330,9952599,388731,1843,105231
LA,PT,Laos,Portugal,9,10341330,9952599,388731,1843,105231
LB,PT,Lebanon,Portugal,162,10341330,9952599,388731,1843,105231
LC,PT,Saint Lucia,Portugal,1,10341330,9952599,388731,1843,105231
LI,PT,Liechtenstein,Portugal,3,10341330,9952599,388731,1843,105231
LK,PT,Sri Lanka,Portugal,60,10341330,9952599,388731,1843,105231
LR,PT,Liberia,Portugal,16,10341330,9952599,388731,1843,105231
LS,PT,Lesotho,Portugal,3,10341330,9952599,388731,1843,105231
LT,PT,Lithuania,Portugal,535,10341330,9952599,388731,1843,105231
LU,PT,Luxembourg,Portugal,144,10341330,9952599,388731,1843,105231
LV,PT,Latvia,Portugal,333,10341330,9952599,388731,1843,105231
LY,PT,Libya,Portugal,196,10341330,9952599,388731,1843,105231
MA,PT,Morocco,Portugal,1681,10341330,9952599,388731,1843,105231
MC,PT,Monaco,Portugal,0,10341330,9952599,388731,1843,105231
MD,PT,Moldova,Portugal,6948,10341330,9952599,388731,1843,105231
ME,PT,Montenegro,Portugal,9,10341330,9952599,388731,1843,105231
MG,PT,Madagascar,Portugal,9,10341330,9952599,388731,1843,105231
MH,PT,Marshall Islands,Portugal,0,10341330,9952599,388731,1843,105231
MK,PT,"Former Yugoslav Republic of Macedonia, the",Portugal,27,10341330,9952599,388731,1843,105231
ML,PT,Mali,Portugal,45,10341330,9952599,388731,1843,105231
MM,PT,Myanmar/Burma,Portugal,7,10341330,9952599,388731,1843,105231
MN,PT,Mongolia,Portugal,32,10341330,9952599,388731,1843,105231
MR,PT,Mauritania,Portugal,24,10341330,9952599,388731,1843,105231
MS,PT,Montserrat (UK),Portugal,0,10341330,9952599,388731,1843,105231
MT,PT,Malta,Portugal,25,10341330,9952599,388731,1843,105231
MU,PT,Mauritius,Portugal,17,10341330,9952599,388731,1843,105231
MV,PT,Maldives,Portugal,3,10341330,9952599,388731,1843,105231
MW,PT,Malawi,Portugal,12,10341330,9952599,388731,1843,105231
MX,PT,Mexico,Portugal,433,10341330,9952599,388731,1843,105231
MY,PT,Malaysia,Portugal,59,10341330,9952599,388731,1843,105231
MZ,PT,Mozambique,Portugal,2809,10341330,9952599,388731,1843,105231
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,PT,New Caledonia (FR),Portugal,0,10341330,9952599,388731,1843,105231
NE,PT,Niger,Portugal,6,10341330,9952599,388731,1843,105231
NG,PT,Nigeria,Portugal,428,10341330,9952599,388731,1843,105231
NI,PT,Nicaragua,Portugal,16,10341330,9952599,388731,1843,105231
NL,PT,Netherlands,Portugal,5855,10341330,9952599,388731,1843,105231
NO,PT,Norway,Portugal,515,10341330,9952599,388731,1843,105231
NP,PT,Nepal,Portugal,4798,10341330,9952599,388731,1843,105231
NR,PT,Nauru,Portugal,0,10341330,9952599,388731,1843,105231
NZ,PT,New Zealand,Portugal,40,10341330,9952599,388731,1843,105231
OM,PT,Oman,Portugal,3,10341330,9952599,388731,1843,105231
PA,PT,Panama,Portugal,27,10341330,9952599,388731,1843,105231
PE,PT,Peru,Portugal,256,10341330,9952599,388731,1843,105231
PF,PT,French Polynesia (FR),Portugal,0,10341330,9952599,388731,1843,105231
PG,PT,Papua New Guinea,Portugal,0,10341330,9952599,388731,1843,105231
PH,PT,Philippines,Portugal,756,10341330,9952599,388731,1843,105231
PK,PT,Pakistan,Portugal,3042,10341330,9952599,388731,1843,105231
PL,PT,Poland,Portugal,1382,10341330,9952599,388731,1843,105231
PM,PT,Saint Pierre and Miquelon (FR),Portugal,0,10341330,9952599,388731,1843,105231
PN,PT,Pitcairn Islands (UK),Portugal,0,10341330,9952599,388731,1843,105231
PS,PT,Palestine,Portugal,52,10341330,9952599,388731,1843,105231
PW,PT,Palau,Portugal,1,10341330,9952599,388731,1843,105231
PY,PT,Paraguay,Portugal,92,10341330,9952599,388731,1843,105231
QA,PT,Qatar,Portugal,0,10341330,9952599,388731,1843,105231
RO,PT,Romania,Portugal,30523,10341330,9952599,388731,1843,105231
RS,PT,Serbia,Portugal,179,10341330,9952599,388731,1843,105231
RU,PT,Russia,Portugal,4260,10341330,9952599,388731,1843,105231
RW,PT,Rwanda,Portugal,20,10341330,9952599,388731,1843,105231
SA,PT,Saudi Arabia,Portugal,20,10341330,9952599,388731,1843,105231
SB,PT,Solomon Islands,Portugal,0,10341330,9952599,388731,1843,105231
SC,PT,Seychelles,Portugal,6,10341330,9952599,388731,1843,105231
SD,PT,Sudan,Portugal,38,10341330,9952599,388731,1843,105231
SE,PT,Sweden,Portugal,1989,10341330,9952599,388731,1843,105231
SG,PT,Singapore,Portugal,28,10341330,9952599,388731,1843,105231
SH,PT,"Saint Helena, Ascension and Tristan da Cunha (UK)",Portugal,0,10341330,9952599,388731,1843,105231
SI,PT,Slovenia,Portugal,96,10341330,9952599,388731,1843,105231
SK,PT,Slovakia,Portugal,164,10341330,9952599,388731,1843,105231
SL,PT,Sierra Leone,Portugal,63,10341330,9952599,388731,1843,105231
SM,PT,San Marino,Portugal,0,10341330,9952599,388731,1843,105231
SN,PT,Senegal,Portugal,1515,10341330,9952599,388731,1843,105231
SO,PT,Somalia,Portugal,54,10341330,9952599,388731,1843,105231
SR,PT,Suriname,Portugal,0,10341330,9952599,388731,1843,105231
SS,PT,South Sudan,Portugal,0,10341330,9952599,388731,1843,105231
ST,PT,São Tomé and Príncipe,Portugal,9555,10341330,9952599,388731,1843,105231
SV,PT,El Salvador,Portugal,36,10341330,9952599,388731,1843,105231
SX,PT,Sint Maarten,Portugal,0,10341330,9952599,388731,1843,105231
SY,PT,Syria,Portugal,164,10341330,9952599,388731,1843,105231
SZ,PT,Swaziland,Portugal,8,10341330,9952599,388731,1843,105231
TC,PT,Turks and Caicos Islands (UK),Portugal,0,10341330,9952599,388731,1843,105231
TD,PT,Chad,Portugal,4,10341330,9952599,388731,1843,105231
TG,PT,Togo,Portugal,35,10341330,9952599,388731,1843,105231
TH,PT,Thailand,Portugal,1428,10341330,9952599,388731,1843,105231
TJ,PT,Tajikistan,Portugal,15,10341330,9952599,388731,1843,105231
TL,PT,Timor-Leste,Portugal,169,10341330,9952599,388731,1843,105231
TM,PT,Turkmenistan,Portugal,12,10341330,9952599,388731,1843,105231
TN,PT,Tunisia,Portugal,176,10341330,9952599,388731,1843,105231
TO,PT,Tonga,Portugal,1,10341330,9952599,388731,1843,105231
TR,PT,Turkey,Portugal,596,10341330,9952599,388731,1843,105231
TT,PT,Trinidad and Tobago,Portugal,8,10341330,9952599,388731,1843,105231
TV,PT,Tuvalu,Portugal,0,10341330,9952599,388731,1843,105231
TW,PT,Taiwan,Portugal,0,10341330,9952599,388731,1843,105231
TZ,PT,Tanzania,Portugal,32,10341330,9952599,388731,1843,105231
UA,PT,Ukraine,Portugal,35779,10341330,9952599,388731,1843,105231
UG,PT,Uganda,Portugal,18,10341330,9952599,388731,1843,105231
UK,PT,United Kingdom,Portugal,17233,10341330,9952599,388731,1843,105231
US,PT,United States,Portugal,2619,10341330,9952599,388731,1843,105231
UY,PT,Uruguay,Portugal,122,10341330,9952599,388731,1843,105231
UZ,PT,Uzbekistan,Portugal,992,10341330,9952599,388731,1843,105231
VA,PT,Vatican City State,Portugal,0,10341330,9952599,388731,1843,105231
VC,PT,Saint Vincent and the Grenadines,Portugal,1,10341330,9952599,388731,1843,105231
VE,PT,Venezuela,Portugal,2010,10341330,9952599,388731,1843,105231
VG,PT,British Virgin Islands (UK),Portugal,0,10341330,9952599,388731,1843,105231
